record_id,customer_id,timestamp,hour,day_of_week,month,is_weekend,season,customer_type,age,monthly_income_usd,household_size,home_area_sqft,appliance_count,has_solar_panel,has_ev,tariff_scheme,contract_type,temperature_c,humidity_percent,peak_hour,price_per_kwh,ac_usage_hours,heater_usage_hours,washing_machine_usage,lighting_usage_hours,cooking_usage_hours,entertainment_usage_hours,ev_charging_kwh,electricity_consumption_kwh,pricing_influence_score,weather_influence_score,appliance_influence_score,household_influence_score,previous_hour_consumption_kwh,previous_day_same_hour_consumption_kwh,rolling_24h_avg_consumption_kwh,consumption_behavior_category
6457,10085,2025-09-27 00:00:00,0,5,9,1,Autumn,Residential,74,2050,2,515,25,0,0,Dynamic_Pricing,Basic,14.32,72.28,0,0.1811,0.173,0.314,0,0.717,0.0,0.003,0.0,1.37,3.61,6.374,0.753,3.215,1.344,1.636,1.636,Low_Usage
6459,10085,2025-09-27 02:00:00,2,5,9,1,Autumn,Residential,27,1321,4,2724,13,0,1,Flat,Basic,17.91,71.27,0,0.1534,0.038,0.019,1,0.838,0.166,0.084,0.55,2.457,0.84,3.631,1.374,5.164,1.37,1.753,1.753,High_Usage
7312,10085,2025-11-01 15:00:00,15,5,11,1,Autumn,Residential,66,4694,7,2016,24,0,0,Flat,Green_Energy,29.24,73.4,0,0.1436,0.721,0.034,0,0.479,0.094,0.224,0.0,2.307,0.14,6.1,1.136,6.386,2.457,1.822,1.822,High_Usage
7681,10085,2025-11-17 00:00:00,0,0,11,0,Autumn,Residential,38,5781,5,2637,14,0,0,Peak_Valley,Basic,14.93,63.1,0,0.113,0.056,0.268,0,0.785,0.1,0.407,0.0,1.766,3.2,5.458,0.724,5.507,2.307,1.816,1.816,Moderate_Usage
8138,10085,2025-12-06 01:00:00,1,5,12,1,Winter,Residential,50,4044,2,1821,6,0,0,Flat,Basic,3.81,56.68,0,0.1403,0.107,1.0,0,0.642,0.107,0.0,0.0,2.008,0.47,13.809,1.412,3.001,1.766,1.835,1.835,Moderate_Usage
8694,10085,2025-12-29 05:00:00,5,0,12,0,Winter,Residential,71,5253,7,1236,6,0,0,Flat,Basic,11.34,84.53,0,0.1319,0.013,0.695,0,0.915,0.256,0.072,0.0,1.767,1.31,9.222,1.135,4.166,2.008,1.829,1.829,Moderate_Usage
9260,10085,2026-01-21 19:00:00,19,2,1,0,Winter,Residential,41,5234,6,1867,18,0,0,Flat,Premium_Service,13.88,60.54,1,0.1329,0.132,0.405,0,0.763,0.59,0.575,0.0,2.428,1.21,6.117,1.18,5.407,1.767,1.879,1.879,High_Usage
9986,10085,2026-02-21 01:00:00,1,5,2,1,Winter,Residential,38,3329,5,1358,17,1,0,Dynamic_Pricing,Basic,5.67,80.05,0,0.0889,0.098,1.0,1,0.744,0.057,0.056,0.0,2.674,5.61,13.25,1.876,4.468,2.428,1.94,1.94,High_Usage
10960,10085,2026-04-02 15:00:00,15,3,4,0,Spring,Residential,40,989,2,2179,15,0,0,Peak_Valley,Basic,25.18,57.98,0,0.1116,0.134,0.014,0,0.0,0.121,0.118,0.0,0.989,3.34,2.486,0.251,4.079,2.674,1.872,1.872,Low_Usage
12054,10085,2026-05-18 05:00:00,5,0,5,0,Spring,Small_Commercial,73,2489,6,1839,5,0,0,Time_of_Use,Basic,20.01,57.42,0,0.1322,0.095,0.018,0,0.598,0.135,0.149,0.0,1.418,1.28,1.621,0.401,4.339,0.989,1.842,1.842,Low_Usage
164,10086,2025-01-07 19:00:00,19,1,1,0,Winter,Residential,27,4531,1,1131,7,1,0,Time_of_Use,Basic,6.58,76.98,1,0.191,0.14,1.0,0,0.602,0.238,0.408,0.0,2.434,4.6,12.414,1.591,2.041,2.434,2.434,2.434,High_Usage
475,10086,2025-01-20 18:00:00,18,0,1,0,Winter,Residential,22,1515,7,2542,8,0,0,Flat,Premium_Service,9.56,83.8,1,0.1438,0.114,0.907,0,0.235,0.251,0.386,0.0,2.402,0.12,10.52,1.352,5.632,2.434,2.418,2.418,High_Usage
926,10086,2025-02-08 13:00:00,13,5,2,1,Winter,Small_Commercial,31,5375,4,978,10,0,0,Flat,Green_Energy,18.45,58.13,0,0.143,0.099,0.021,0,0.361,0.614,0.263,0.0,1.723,0.2,2.756,0.548,3.178,2.402,2.186,2.186,Moderate_Usage
1466,10086,2025-03-03 01:00:00,1,0,3,0,Spring,Residential,49,4793,4,2575,7,1,0,Flat,Basic,15.91,61.28,0,0.1411,0.094,0.02,0,1.0,0.207,0.169,0.0,1.145,0.39,4.632,0.555,4.535,1.723,1.926,1.926,Low_Usage
1848,10086,2025-03-18 23:00:00,23,1,3,0,Spring,Residential,71,3163,6,556,21,0,0,Time_of_Use,Green_Energy,19.08,70.64,0,0.1249,0.187,0.043,0,0.574,0.085,0.148,0.0,1.257,2.01,2.722,0.511,4.336,1.145,1.792,1.792,Low_Usage
2080,10086,2025-03-28 15:00:00,15,4,3,0,Spring,Residential,31,6158,5,670,17,0,0,Time_of_Use,Green_Energy,23.05,68.99,0,0.1345,0.125,0.002,0,0.303,0.094,0.262,0.0,0.955,1.05,1.237,0.344,3.78,1.257,1.653,1.653,Low_Usage
2974,10086,2025-05-04 21:00:00,21,6,5,1,Spring,Residential,30,7480,6,1393,5,1,0,Time_of_Use,Basic,13.75,65.29,1,0.212,0.198,0.372,0,0.697,0.373,0.679,0.0,1.968,6.7,6.452,1.149,3.893,0.955,1.698,1.698,Moderate_Usage
4071,10086,2025-06-19 14:00:00,14,3,6,0,Summer,Medium_Commercial,36,5417,3,2301,9,0,1,Time_of_Use,Green_Energy,39.13,48.08,0,0.123,1.0,0.05,0,0.462,0.0,0.323,0.0,3.099,2.2,13.444,1.472,4.071,1.968,1.873,1.873,Peak_Intensive_Usage
5122,10086,2025-08-02 09:00:00,9,5,8,1,Summer,Residential,36,2927,1,1116,23,0,1,Time_of_Use,Basic,39.83,55.26,1,0.1903,1.0,0.084,0,0.085,0.199,0.271,0.0,2.385,4.53,13.609,1.457,3.306,3.099,1.93,1.93,High_Usage
6051,10086,2025-09-10 02:00:00,2,2,9,0,Autumn,Residential,60,4983,4,2713,10,0,0,Flat,Basic,16.9,69.42,0,0.1503,0.111,0.097,0,0.976,0.178,0.277,0.0,1.608,0.53,4.296,0.665,4.913,2.385,1.898,1.898,Moderate_Usage
7360,10086,2025-11-03 15:00:00,15,0,11,0,Autumn,Small_Commercial,70,1778,6,1704,5,0,0,Time_of_Use,Green_Energy,27.72,54.1,0,0.1346,0.202,0.097,0,0.144,0.0,0.14,0.0,1.446,1.04,4.585,0.422,4.204,1.608,1.857,1.857,Low_Usage
8890,10086,2026-01-06 09:00:00,9,1,1,0,Winter,Residential,25,6740,4,2780,10,0,0,Flat,Basic,18.94,82.51,1,0.1437,0.064,0.107,0,0.194,0.256,0.433,0.0,1.614,0.13,3.42,0.453,4.98,1.446,1.836,1.836,Moderate_Usage
8944,10086,2026-01-08 15:00:00,15,3,1,0,Winter,Residential,60,2791,3,1848,24,1,0,Dynamic_Pricing,Premium_Service,14.59,63.86,0,0.0947,0.061,0.372,0,0.186,0.2,0.353,0.0,1.254,5.03,5.75,0.684,4.818,1.614,1.792,1.792,Low_Usage
9341,10086,2026-01-25 04:00:00,4,6,1,1,Winter,Residential,69,900,5,2376,7,0,0,Peak_Valley,Green_Energy,5.8,82.93,0,0.1168,0.054,1.0,1,0.703,0.18,0.474,0.0,2.999,2.82,13.296,1.963,4.686,1.254,1.878,1.878,Peak_Intensive_Usage
10387,10086,2026-03-09 18:00:00,18,0,3,0,Spring,Residential,60,7446,4,842,13,0,0,Flat,Basic,18.97,68.09,1,0.1484,0.074,0.094,0,0.279,0.177,0.705,0.0,1.544,0.34,2.677,0.515,3.282,2.999,1.856,1.856,Low_Usage
11252,10086,2026-04-14 19:00:00,19,1,4,0,Spring,Residential,36,4155,5,749,20,0,0,Flat,Premium_Service,25.92,69.07,1,0.1416,0.067,0.003,0,0.857,0.623,0.439,0.0,1.815,0.34,3.394,0.687,4.099,1.544,1.853,1.853,Moderate_Usage
11338,10086,2026-04-18 09:00:00,9,5,4,1,Spring,Residential,25,4384,2,1622,9,0,0,Flat,Basic,27.44,56.49,1,0.1534,0.322,0.056,0,0.365,0.096,0.759,0.0,1.741,0.84,4.256,0.781,3.042,1.815,1.846,1.846,Moderate_Usage
11402,10086,2026-04-21 01:00:00,1,1,4,0,Spring,Small_Commercial,30,6143,4,1535,13,0,0,Time_of_Use,Basic,14.2,68.66,0,0.1321,0.127,0.26,0,0.944,0.158,0.209,0.0,2.068,1.29,6.283,0.821,3.975,1.741,1.859,1.859,Moderate_Usage
11729,10086,2026-05-04 16:00:00,16,0,5,0,Spring,Residential,68,5342,6,2657,16,0,0,Time_of_Use,Basic,24.26,66.74,0,0.1218,0.072,0.097,1,0.263,0.044,0.0,0.0,1.578,2.32,2.032,0.734,6.037,2.068,1.844,1.844,Moderate_Usage
11967,10086,2026-05-14 14:00:00,14,3,5,0,Spring,Residential,62,5702,3,1640,22,0,0,Peak_Valley,Basic,27.9,42.42,0,0.0943,0.333,0.01,0,0.147,0.167,0.116,0.0,1.433,5.07,5.304,0.547,4.45,1.578,1.823,1.823,Low_Usage
11981,10086,2026-05-15 04:00:00,4,4,5,0,Spring,Residential,29,5375,3,1582,25,0,0,Time_of_Use,Basic,15.51,74.25,0,0.13,0.177,0.092,0,0.796,0.169,0.094,0.0,1.636,1.5,5.58,0.636,4.632,1.433,1.814,1.814,Moderate_Usage
12691,10086,2026-06-13 18:00:00,18,5,6,1,Summer,Residential,25,2894,6,725,20,0,0,Flat,Basic,30.78,40.85,1,0.145,0.535,0.115,0,0.107,0.151,0.605,0.0,2.27,0.0,7.542,1.003,4.425,1.636,1.835,1.835,High_Usage
13424,10086,2026-07-14 07:00:00,7,1,7,0,Summer,Residential,55,3733,6,2772,5,1,0,Time_of_Use,Basic,37.93,51.99,1,0.206,1.0,0.026,0,0.141,0.424,0.537,0.0,2.694,6.1,12.348,1.565,5.272,2.27,1.873,1.873,High_Usage
13925,10086,2026-08-04 04:00:00,4,1,8,0,Summer,Residential,38,3063,2,2613,5,1,0,Flat,Green_Energy,29.16,53.67,0,0.142,0.688,0.028,0,0.494,0.007,0.157,0.0,1.71,0.3,5.686,1.045,3.713,2.694,1.866,1.866,Moderate_Usage
14152,10086,2026-08-13 15:00:00,15,3,8,0,Summer,Residential,33,2416,2,809,12,0,1,Time_of_Use,Basic,38.85,54.37,0,0.1268,1.0,0.024,0,0.295,0.167,0.173,0.0,2.193,1.82,12.919,1.42,2.469,1.71,2.434,1.856,Moderate_Usage
14351,10086,2026-08-21 22:00:00,22,4,8,0,Summer,Residential,41,5685,5,569,17,1,1,Peak_Valley,Basic,27.03,68.13,1,0.2184,0.399,0.003,0,0.742,0.0,0.453,2.528,3.99,7.34,4.179,3.219,3.679,2.193,2.402,1.922,Peak_Intensive_Usage
1255,10087,2025-02-22 06:00:00,6,5,2,1,Winter,Small_Commercial,33,7322,1,1312,14,0,0,Time_of_Use,Green_Energy,9.62,76.15,0,0.1349,0.027,0.862,0,0.357,0.54,0.306,0.0,2.455,1.01,10.093,1.326,2.782,2.455,2.455,2.455,High_Usage
1901,10087,2025-03-21 04:00:00,4,4,3,0,Spring,Residential,62,1195,3,1016,9,0,0,Peak_Valley,Basic,20.42,67.62,0,0.1082,0.164,0.044,0,0.913,0.215,0.206,0.0,1.076,3.68,1.566,0.65,2.786,2.455,1.766,1.766,Low_Usage
2585,10087,2025-04-18 16:00:00,16,4,4,0,Spring,Residential,63,4538,5,833,19,0,1,Flat,Basic,25.2,75.81,0,0.132,0.059,0.076,0,0.185,0.121,0.301,0.0,1.132,1.3,3.19,0.327,4.103,1.076,1.554,1.554,Low_Usage
2590,10087,2025-04-18 21:00:00,21,4,4,0,Spring,Residential,60,5399,1,569,23,1,0,Flat,Green_Energy,14.01,60.48,1,0.1528,0.051,0.103,0,0.83,0.427,0.743,0.0,1.482,0.78,6.016,0.766,2.759,1.132,1.536,1.536,Low_Usage
3280,10087,2025-05-17 15:00:00,15,5,5,1,Spring,Residential,47,3209,2,968,24,1,1,Peak_Valley,Premium_Service,28.29,63.68,0,0.1119,0.549,0.022,0,0.371,0.171,0.076,0.0,1.561,3.31,4.901,0.877,3.588,1.482,1.541,1.541,Low_Usage
3496,10087,2025-05-26 15:00:00,15,0,5,0,Spring,Small_Commercial,37,2377,7,1326,8,0,0,Flat,Basic,27.14,67.23,0,0.145,0.301,0.039,0,0.512,0.081,0.198,0.0,1.765,0.0,4.217,0.636,4.416,1.561,1.578,1.578,Moderate_Usage
4638,10087,2025-07-13 05:00:00,5,6,7,1,Summer,Medium_Commercial,66,933,2,705,10,0,0,Time_of_Use,Premium_Service,29.0,60.98,0,0.1225,0.357,0.038,0,0.493,0.201,0.12,0.0,2.03,2.25,5.299,0.723,2.205,1.765,1.643,1.643,Moderate_Usage
5432,10087,2025-08-15 07:00:00,7,4,8,0,Summer,Residential,41,4773,7,1910,25,0,0,Peak_Valley,Green_Energy,34.89,61.82,1,0.2043,1.0,0.114,0,0.019,0.624,0.628,0.0,2.995,5.93,9.758,1.72,6.36,2.03,1.812,1.812,Peak_Intensive_Usage
6153,10087,2025-09-14 08:00:00,8,6,9,1,Autumn,Small_Commercial,39,4228,1,1338,8,0,0,Peak_Valley,Basic,25.3,65.85,1,0.204,0.12,0.087,0,0.169,0.861,0.63,0.0,1.914,5.9,2.768,0.771,2.328,2.995,1.823,1.823,Moderate_Usage
6734,10087,2025-10-08 13:00:00,13,2,10,0,Autumn,Residential,57,4872,4,1446,13,1,0,Flat,Premium_Service,26.97,62.6,0,0.1483,0.252,0.002,0,0.398,0.48,0.347,0.0,1.152,0.33,3.857,0.693,3.886,1.914,1.756,1.756,Low_Usage
7226,10087,2025-10-29 01:00:00,1,2,10,0,Autumn,Small_Commercial,24,6534,3,2145,15,0,1,Time_of_Use,Premium_Service,16.2,70.18,0,0.1299,0.053,0.023,0,0.664,0.053,0.27,0.031,1.942,1.51,4.859,0.404,4.395,1.152,1.773,1.773,Moderate_Usage
8048,10087,2025-12-02 07:00:00,7,1,12,0,Winter,Small_Commercial,53,2435,3,993,7,0,0,Flat,Basic,11.47,78.78,1,0.1428,0.089,0.631,0,0.446,0.462,0.392,0.0,2.591,0.22,8.836,1.177,2.603,1.942,1.841,1.841,High_Usage
9135,10087,2026-01-16 14:00:00,14,4,1,0,Winter,Residential,50,5469,3,2218,11,0,0,Time_of_Use,Basic,16.02,76.84,0,0.1205,0.158,0.07,0,0.24,0.092,0.064,0.0,0.975,2.45,5.327,0.386,4.148,2.591,1.775,1.775,Low_Usage
10928,10087,2026-04-01 07:00:00,7,2,4,0,Spring,Medium_Commercial,48,2213,5,1550,17,0,0,Time_of_Use,Basic,29.22,58.39,1,0.1901,0.373,0.082,0,0.0,0.375,0.638,0.0,2.569,4.51,5.495,0.836,4.66,0.975,1.831,1.831,High_Usage
10983,10087,2026-04-03 14:00:00,14,4,4,0,Spring,Residential,22,666,1,2268,24,0,0,Flat,Premium_Service,29.59,62.99,0,0.1516,0.826,0.007,0,0.297,0.1,0.095,0.0,2.055,0.66,5.842,1.149,4.538,2.569,1.846,1.846,Moderate_Usage
11310,10087,2026-04-17 05:00:00,5,4,4,0,Spring,Small_Commercial,26,6153,4,863,13,0,0,Flat,Premium_Service,21.56,60.69,0,0.1378,0.164,0.104,0,0.695,0.086,0.298,0.0,1.779,0.72,0.365,0.622,3.303,2.055,1.842,1.842,Moderate_Usage
11749,10087,2026-05-05 12:00:00,12,1,5,0,Spring,Residential,29,2060,7,501,13,0,0,Flat,Basic,27.38,68.48,0,0.148,0.334,0.046,0,0.04,0.572,0.345,0.0,1.443,0.3,4.459,0.765,3.991,1.779,1.819,1.819,Low_Usage
12628,10087,2026-06-11 03:00:00,3,3,6,0,Summer,Residential,63,7084,6,580,8,0,0,Flat,Basic,27.97,58.31,0,0.1451,0.446,0.115,0,0.757,0.217,0.0,0.0,1.699,0.01,4.562,0.966,3.32,1.443,1.812,1.812,Moderate_Usage
13007,10087,2026-06-26 22:00:00,22,4,6,0,Summer,Residential,38,2430,3,775,11,0,0,Time_of_Use,Basic,27.3,55.34,1,0.201,0.361,0.043,0,0.638,0.142,0.655,0.0,1.568,5.6,4.208,0.887,2.705,1.699,1.799,1.799,Low_Usage
13149,10087,2026-07-02 20:00:00,20,3,7,0,Summer,Residential,23,4332,4,2709,5,0,0,Flat,Basic,31.13,49.21,1,0.1466,0.915,0.12,0,0.841,0.595,0.72,0.0,2.941,0.16,7.387,1.882,4.509,1.568,1.856,1.856,Peak_Intensive_Usage
14424,10087,2026-08-24 23:00:00,23,0,8,0,Summer,Residential,51,4221,1,1258,13,0,0,Dynamic_Pricing,Basic,27.45,52.23,0,0.0968,0.486,0.013,0,0.499,0.131,0.066,0.0,1.413,4.82,4.476,0.813,2.648,2.941,1.835,1.835,Low_Usage
14,10088,2025-01-01 13:00:00,13,2,1,0,Winter,Residential,50,4391,6,2248,25,1,0,Flat,Basic,13.68,63.88,0,0.1531,0.161,0.318,0,0.314,0.583,0.108,0.0,1.729,0.81,6.434,0.87,6.348,1.729,1.729,1.729,Moderate_Usage
1275,10088,2025-02-23 02:00:00,2,6,2,1,Winter,Residential,51,5697,2,633,20,0,0,Dynamic_Pricing,Basic,5.86,82.32,0,0.1128,0.004,1.0,1,0.708,0.041,0.132,0.0,2.471,3.22,13.221,1.766,2.933,1.729,2.1,2.1,High_Usage
1839,10088,2025-03-18 14:00:00,14,1,3,0,Spring,Small_Commercial,47,2540,2,2288,22,0,0,Flat,Basic,27.82,63.7,0,0.1476,0.499,0.096,0,0.431,0.26,0.139,0.0,2.266,0.26,4.55,0.962,4.748,2.471,2.155,2.155,High_Usage
2704,10088,2025-04-23 15:00:00,15,2,4,0,Spring,Residential,27,7131,7,707,12,0,0,Peak_Valley,Basic,24.68,66.27,0,0.1311,0.01,0.087,0,0.345,0.122,0.0,0.0,0.974,1.39,2.323,0.253,4.117,2.266,1.86,1.86,Low_Usage
3760,10088,2025-06-06 15:00:00,15,4,6,0,Summer,Small_Commercial,39,4830,6,2133,12,0,0,Time_of_Use,Green_Energy,37.04,51.8,0,0.1234,1.0,0.083,0,0.045,0.077,0.154,0.0,2.877,2.16,11.69,1.368,5.193,0.974,2.063,2.063,Peak_Intensive_Usage
4262,10088,2025-06-27 13:00:00,13,4,6,0,Summer,Residential,26,4107,2,470,18,0,0,Peak_Valley,Basic,36.19,65.65,0,0.1108,1.0,0.07,1,0.0,0.419,0.158,0.0,2.466,3.42,10.925,1.922,2.61,2.877,2.13,2.13,High_Usage
4583,10088,2025-07-10 22:00:00,22,3,7,0,Summer,Small_Commercial,74,1250,2,695,7,0,0,Time_of_Use,Basic,26.04,55.68,1,0.2,0.422,0.104,0,0.582,0.137,0.393,0.0,1.65,5.5,3.246,0.941,1.955,2.466,2.062,2.062,Moderate_Usage
5066,10088,2025-07-31 01:00:00,1,3,7,0,Summer,Residential,55,5815,1,1185,10,0,0,Dynamic_Pricing,Premium_Service,22.22,73.68,0,0.1189,0.1,0.105,0,0.568,0.096,0.367,0.0,1.256,2.61,0.849,0.529,2.335,1.65,1.961,1.961,Low_Usage
5841,10088,2025-09-01 08:00:00,8,0,9,0,Autumn,Medium_Commercial,36,6708,1,1081,22,0,0,Flat,Basic,28.21,53.99,1,0.1512,0.667,0.016,0,0.402,0.563,0.72,0.0,3.444,0.62,4.958,1.332,3.191,1.256,2.126,2.126,Peak_Intensive_Usage
6477,10088,2025-09-27 20:00:00,20,5,9,1,Autumn,Residential,59,3750,3,1520,9,0,0,Time_of_Use,Green_Energy,17.85,64.67,1,0.2003,0.017,0.111,0,0.819,0.52,0.6,0.0,1.807,5.53,3.346,0.73,3.29,3.444,2.094,2.094,Moderate_Usage
7411,10088,2025-11-05 18:00:00,18,2,11,0,Autumn,Small_Commercial,75,7048,7,2461,5,0,0,Time_of_Use,Premium_Service,22.64,49.89,1,0.1942,0.193,0.035,0,0.107,0.076,0.745,0.0,2.104,4.92,0.986,0.516,5.311,1.807,2.095,2.095,Moderate_Usage
7461,10088,2025-11-07 20:00:00,20,4,11,0,Autumn,Residential,58,2092,2,1779,20,1,0,Dynamic_Pricing,Premium_Service,18.5,51.76,1,0.2026,0.091,0.052,0,0.785,0.72,0.611,0.0,1.647,5.76,3.037,0.826,4.079,2.104,2.058,2.058,Moderate_Usage
7868,10088,2025-11-24 19:00:00,19,0,11,0,Autumn,Residential,29,2441,2,2028,17,0,0,Peak_Valley,Basic,23.44,64.76,1,0.1994,0.171,0.002,0,0.951,0.571,0.622,0.0,1.706,5.44,1.318,0.865,4.088,1.647,2.031,2.031,Moderate_Usage
9683,10088,2026-02-08 10:00:00,10,6,2,1,Winter,Small_Commercial,37,5078,7,2060,8,0,0,Flat,Basic,15.98,56.89,0,0.1421,0.152,0.014,0,0.043,0.235,0.333,0.0,1.678,0.29,4.67,0.383,5.15,1.706,2.005,2.005,Moderate_Usage
10076,10088,2026-02-24 19:00:00,19,1,2,0,Winter,Residential,31,785,7,2485,20,0,0,Time_of_Use,Basic,7.6,84.36,1,0.2071,0.135,1.0,0,0.883,0.653,0.451,0.0,2.683,6.21,12.018,1.838,6.535,1.678,2.051,2.051,High_Usage
10143,10088,2026-02-27 14:00:00,14,4,2,0,Winter,Residential,46,2737,3,2654,24,0,0,Peak_Valley,Basic,13.13,72.08,0,0.1255,0.134,0.282,0,0.316,0.176,0.224,0.0,1.345,1.95,7.256,0.675,5.624,2.683,2.006,2.006,Low_Usage
10653,10088,2026-03-20 20:00:00,20,4,3,0,Spring,Medium_Commercial,59,3461,2,1250,20,0,0,Time_of_Use,Basic,21.49,66.87,1,0.201,0.092,0.106,0,0.835,0.64,0.784,0.0,2.667,5.6,0.726,0.911,3.55,1.345,2.045,2.045,High_Usage
10654,10088,2026-03-20 21:00:00,21,4,3,0,Spring,Medium_Commercial,41,4891,5,1830,13,0,0,Dynamic_Pricing,Basic,16.84,68.3,1,0.245,0.048,0.083,0,0.751,0.615,0.463,0.0,2.9,10.0,4.285,0.72,4.62,2.667,2.093,2.093,Peak_Intensive_Usage
11660,10088,2026-05-01 19:00:00,19,4,5,0,Spring,Residential,66,4483,1,706,23,0,0,Flat,Basic,20.18,71.9,1,0.1454,0.16,0.105,0,0.808,0.543,0.527,0.0,1.797,0.04,1.96,0.883,2.896,2.9,2.077,2.077,Moderate_Usage
12310,10088,2026-05-28 21:00:00,21,3,5,0,Spring,Medium_Commercial,46,6896,7,1540,13,0,0,Peak_Valley,Basic,19.78,76.17,1,0.2112,0.156,0.109,0,0.574,0.619,0.632,0.0,3.136,6.62,2.473,0.867,5.03,1.797,2.13,2.13,Peak_Intensive_Usage
12438,10088,2026-06-03 05:00:00,5,2,6,0,Summer,Residential,74,4794,6,1945,11,0,0,Dynamic_Pricing,Premium_Service,28.08,57.54,0,0.124,0.365,0.114,0,0.765,0.141,0.229,0.0,1.825,2.1,4.683,0.898,4.925,3.136,2.116,2.116,Moderate_Usage
12831,10088,2026-06-19 14:00:00,14,4,6,0,Summer,Residential,43,980,4,2404,16,0,0,Time_of_Use,Basic,37.23,55.8,0,0.1258,1.0,0.082,0,0.148,0.192,0.148,0.0,2.289,1.92,11.632,1.44,5.084,1.825,2.124,2.124,High_Usage
12905,10088,2026-06-22 16:00:00,16,0,6,0,Summer,Small_Commercial,60,1492,5,467,16,0,0,Peak_Valley,Basic,33.87,40.88,0,0.1119,0.949,0.059,1,0.15,0.232,0.254,0.0,2.878,3.31,9.858,1.847,3.497,2.289,2.156,2.156,Peak_Intensive_Usage
13708,10088,2026-07-26 03:00:00,3,6,7,1,Summer,Residential,44,1818,1,1547,14,0,0,Time_of_Use,Basic,22.47,66.49,0,0.1317,0.138,0.086,0,0.898,0.198,0.22,0.0,1.401,1.33,0.677,0.656,3.017,2.878,2.125,2.125,Low_Usage
1065,10089,2025-02-14 08:00:00,8,4,2,0,Winter,Residential,69,6142,5,1073,6,0,0,Flat,Premium_Service,15.65,70.69,1,0.1464,0.013,0.015,0,0.322,0.571,0.874,0.0,1.49,0.14,5.297,0.563,3.303,1.49,1.49,1.49,Low_Usage
1455,10089,2025-03-02 14:00:00,14,6,3,1,Spring,Residential,73,5816,7,1100,6,0,0,Time_of_Use,Basic,26.63,71.18,0,0.1331,0.365,0.088,0,0.292,0.104,0.133,0.0,1.47,1.19,4.031,0.691,4.03,1.49,1.48,1.48,Low_Usage
1599,10089,2025-03-08 14:00:00,14,5,3,1,Spring,Residential,29,7021,6,2738,10,1,0,Flat,Basic,28.21,53.17,0,0.1522,0.455,0.045,0,0.136,0.206,0.023,0.0,1.282,0.72,4.999,0.718,5.638,1.47,1.414,1.414,Low_Usage
2111,10089,2025-03-29 22:00:00,22,5,3,1,Spring,Medium_Commercial,47,3740,6,2571,11,0,0,Flat,Basic,15.14,69.5,1,0.1423,0.125,0.116,0,0.773,0.122,0.63,0.0,3.343,0.27,5.62,0.708,5.551,1.282,1.896,1.896,Peak_Intensive_Usage
3205,10089,2025-05-14 12:00:00,12,2,5,0,Spring,Residential,55,5346,6,2724,25,0,0,Time_of_Use,Basic,28.67,53.01,0,0.1189,0.312,0.002,0,0.21,0.597,0.229,0.0,1.887,2.61,5.352,0.724,6.824,3.343,1.894,1.894,Moderate_Usage
4326,10089,2025-06-30 05:00:00,5,0,6,0,Summer,Small_Commercial,27,3098,5,1749,21,0,0,Dynamic_Pricing,Basic,28.01,59.22,0,0.08,0.287,0.082,0,0.723,0.031,0.249,0.0,2.033,6.5,4.547,0.721,5.179,1.887,1.917,1.917,Moderate_Usage
5158,10089,2025-08-03 21:00:00,21,6,8,1,Summer,Residential,65,6227,2,558,22,0,0,Flat,Green_Energy,29.63,53.06,1,0.1546,0.421,0.098,0,0.793,0.563,0.84,0.0,2.554,0.96,6.069,1.27,3.018,2.033,2.008,2.008,High_Usage
6624,10089,2025-10-03 23:00:00,23,4,10,0,Autumn,Residential,23,6984,4,2745,22,0,0,Time_of_Use,Basic,15.52,54.5,0,0.126,0.154,0.068,0,0.804,0.046,0.27,0.0,1.735,1.9,5.135,0.582,5.905,2.554,1.974,1.974,Moderate_Usage
10247,10089,2026-03-03 22:00:00,22,1,3,0,Spring,Residential,75,1417,2,864,5,0,0,Dynamic_Pricing,Basic,13.75,73.9,1,0.1996,0.025,0.323,0,1.0,0.09,0.498,0.0,1.459,5.46,6.882,0.828,1.964,1.735,1.917,1.917,Low_Usage
10461,10089,2026-03-12 20:00:00,20,3,3,0,Spring,Small_Commercial,59,6338,1,2725,11,1,0,Peak_Valley,Basic,16.71,74.67,1,0.2132,0.119,0.038,0,0.732,0.521,0.542,0.0,2.189,6.82,4.701,0.736,3.955,1.459,1.944,1.944,Moderate_Usage
10977,10089,2026-04-03 08:00:00,8,4,4,0,Spring,Residential,36,1918,7,1733,17,0,0,Flat,Basic,23.78,68.19,1,0.1358,0.102,0.052,0,0.177,0.361,0.878,0.0,1.431,0.92,1.745,0.587,5.543,2.189,1.898,1.898,Low_Usage
11151,10089,2026-04-10 14:00:00,14,4,4,0,Spring,Small_Commercial,27,2198,3,731,14,1,0,Peak_Valley,Basic,24.46,73.07,0,0.1191,0.031,0.12,0,0.338,0.133,0.125,0.0,0.923,2.59,2.499,0.346,2.901,1.431,1.816,1.816,Low_Usage
11854,10089,2026-05-09 21:00:00,21,5,5,1,Spring,Residential,58,7534,7,1739,10,1,0,Flat,Basic,20.81,57.42,1,0.1512,0.122,0.092,0,0.904,0.376,0.747,0.0,2.314,0.62,1.022,0.844,4.989,0.923,1.855,1.855,High_Usage
